"mean_ZCR","std_ZCR","mean_SCEN","std_SCEN","mean_SRO","std_SRO","mean_LOUD","std_LOUD","mean_SCON","std_SCON","mean_MFCC1","std_MFCC1","mean_MFCC2","std_MFCC2","mean_MFCC3","std_MFCC3","mean_MFCC4","std_MFCC4","mean_MFCC5","std_MFCC5","mean_MFCC6","std_MFCC6","mean_MFCC7","std_MFCC7","mean_MFCC8","std_MFCC8","mean_MFCC9","std_MFCC9","mean_MFCC10","std_MFCC10","mean_MFCC11","std_MFCC11","mean_MFCC12","std_MFCC12","mean_MFCC13","std_MFCC13","Genre"
1825.2801013693006,611.1393844475622,618.4138328158646,250.36997515349324,1173.9108455535868,1343.7120417471183,0.034449636096586564,0.020943359566660057,0.6044210907311209,0.2732146274551975,-30.179461917911585,3.396711469071582,1.4879126286165252,0.7891767937075742,0.11967899492954875,0.7610961062977051,0.6915947334726004,0.6028941766156152,0.11678759001198351,0.5865486591812346,-0.04868474843357499,0.3637405676825388,0.0066679693506561215,0.40762144158900954,0.015243903394691284,0.39339182745945434,0.04012344577281896,0.3699019665181027,0.0892473582855715,0.3035390457005331,0.11106785447720978,0.329784910601956,0.2117111018007698,0.33324638762374303,0.1691889620478803,0.326914114641525,1
1227.5257045739954,833.638837920051,417.0128015728908,401.05711074765236,817.4966637765295,1604.8939290992612,0.02336099411109787,0.016700616738746833,0.4228790475754797,0.2467341643277423,-36.77730952215919,5.980095308026608,2.1447265985050317,1.1013848866025295,0.9021171297192695,1.0795809987563016,0.49282231584157865,0.8542503576537689,0.4803879685189369,0.5971562784804597,-0.09906619973756668,0.5786845405146176,0.48888184556912817,0.4499120177100684,0.06865623808184197,0.4180733369597197,0.18735214679697332,0.4085887389053285,0.0628132977158118,0.41521783326442646,-0.0037102260670934663,0.40830293549256075,0.1552315628668359,0.3757137078578018,0.07551284709017757,0.3580390884576998,1
1677.5263837905718,701.4280645848803,656.327368822669,348.1566518731201,1155.9563086666415,715.7304881819969,0.05081247168361073,0.022931231074205936,0.8159192472428706,0.28590560457608366,-28.312499963942976,3.8049757589037925,2.250358472736329,1.0988343603661468,-0.20397039971514982,0.9230537271324485,0.14189945088281983,0.5297406870702458,0.2399175762726881,0.4566597945982065,0.3977603648109979,0.37760831737344425,0.011227198924185085,0.49191555799523495,0.1375921589644031,0.3611507616520047,0.13319586220331472,0.35294367498547313,-0.06756683810321697,0.3481170400623788,0.04093299653209002,0.32032469329038044,0.09951757579116087,0.3055142012216548,-0.15661781499268143,0.2913739998998714,1
728.9005898618624,452.9664143787017,248.0255838194594,153.43021251232378,490.2087307271837,1208.7020370608573,0.03978312680528094,0.030663625299754256,0.560433640301996,0.3031534804219849,-36.28061105882925,5.12099325589876,3.247470503346841,1.0229551087220692,0.5875403424041389,0.7871046422038558,0.3023231142140656,0.6230654248582244,0.12760980744216874,0.5438748896151715,0.054759765636643976,0.40476306706574455,-0.010392168514220122,0.4907174779831921,0.21730342457843183,0.3673814522591614,0.1926219014637128,0.3593572244232811,0.007155048435163487,0.4000689021909218,0.13483676702757283,0.30547334752991867,0.020315158395267364,0.31041585322934007,-0.08632033550365681,0.3524149612207685,1
2227.2886957230485,974.7769514041754,986.0060512562809,485.6422388214771,1741.3407094658276,1680.9625238371605,0.021949040656143764,0.01672323590749168,0.47372877129730245,0.28607964445197914,-32.45406994220057,4.996430071797694,1.7440926615874657,1.6682342112837154,-0.12079262045438356,0.7052409192227747,-0.3013555177095721,0.6567327138965307,-0.40968395087523907,0.5217926347054982,-0.06630003183555705,0.4044929654921701,-0.34597559129213085,0.5572517619212094,0.051902944335555826,0.426017000001975,0.09229614234029565,0.39126204485797045,-0.1497480917924106,0.40144678661129307,-0.08652096368965298,0.42200752413065173,0.0023077638496708146,0.48767272124419353,-0.22075467186562503,0.47589883952383116,1
2065.207244071194,1744.6127074838107,886.5986061117918,861.5324683154032,1551.5379801711465,1793.0935756558113,0.026307209713337228,0.02413861562786691,0.5019147026321815,0.3361329785745758,-33.96514843795341,6.025825275995856,1.8089509118911316,2.9092227629255136,0.5005184794287703,1.0027657986458078,0.17906552458443742,0.7838211989735396,-0.09093721286121534,0.586648914986904,-0.07820334827288869,0.4118281860571932,-0.25933592775455705,0.46274228781429966,0.21636644472467564,0.4995932597019893,-0.018408804038105853,0.4376137015479912,-0.16661269925180827,0.4147406071875829,-0.013353742366989212,0.39746492217433316,-0.22317622541563562,0.46546532971081195,-0.23947829295740553,0.38096276544980356,1
1603.2917476695325,965.1778665452898,683.888924288359,445.2158564713382,1335.4850529649038,1559.6697019663172,0.040786939617646976,0.03780846241756801,0.6154662616335712,0.4119908030446761,-34.683579625972854,7.664398802774252,2.8542460403424927,2.6332713895563686,-0.9190794346357025,1.4158946359273559,1.4894825868057526,1.0765051339350071,0.5519638605264998,0.833812934857291,-0.33879516715834906,0.5035721331090477,-0.16954911302884998,0.5356849020651103,0.2925854858106205,0.5178543622729052,0.15648820609991854,0.561207777937277,0.07278534249590964,0.4630820273338681,0.23266277854589976,0.41660607163962143,0.012661117348534999,0.4338436667852709,-0.07281653517645385,0.4661493114352154,1
1349.0035892822643,948.3588602875233,573.1708218023317,494.54613954605367,956.5113280808231,1349.187835222101,0.036091629814624784,0.029300517996627005,0.5893951068223451,0.34723484961992174,-33.776841986590945,5.803154915602324,2.580511208741895,2.054423929171333,0.016872227438911237,0.929519189375823,1.2171665716027469,0.9904690215961995,0.7887275599113471,0.814794686209242,-0.23275747312615236,0.4814978034524992,0.16475500845791485,0.6180154963816038,0.1768816101489105,0.5942078256735308,0.14859645411064965,0.6017483675800434,0.059995712712714214,0.5380710564896539,0.051094126495041754,0.38386327206628956,0.29091910658573844,0.4537890630821937,-0.05448781178961601,0.3827963281154924,1
1407.1132842687402,597.2121049802239,451.41393947360615,252.69364378337488,726.9592490669884,627.1710225452771,0.038264171799981685,0.016103045078863523,0.6565025462584844,0.2378955397910189,-30.740131239025192,3.515993290036973,1.4910938981937742,1.0527137566802875,0.3456568047834098,0.8964309352948975,0.7260621543621281,0.587110336817919,0.20721458942580495,0.4891898943018226,-0.22791431020907613,0.42432765093494207,0.18791729364760595,0.38053211762780836,0.20918578136343075,0.349231597890864,0.4121519525926074,0.3340301320314189,0.3532865981557472,0.3040562774424348,-0.010919159202113306,0.29681408137373627,-0.19263913259211563,0.418827277666373,0.044609227493100076,0.27110642834996174,1
1733.4062107563757,823.2381130316244,652.1000656783964,417.66161411640917,1286.6420628039355,1944.5939984332374,0.02025462100863958,0.021884826348249307,0.37138449581908595,0.29419197542315223,-36.42532725229406,5.886050419135624,1.3904151495953474,1.524224190924923,0.6790140844259187,0.9853151721017215,0.3375222643670176,0.8922715959510014,-0.4909303392984081,0.9051434130405321,-0.022812968395987836,0.3979568855024391,0.040618659762244075,0.4520755803338462,-0.1823616856649403,0.4477975542253597,-0.06671600964235341,0.4692190680470168,-0.16422379624197822,0.4253231709074418,0.1412387533860129,0.5098824369585127,0.049967404280258323,0.4404555424014477,-0.2568708564089877,0.5028544023720846,1
1381.1536267146446,466.8488615414584,619.3662044993159,237.38108289109118,950.3768613111171,969.5255098878391,0.04142371393930111,0.03862538608431856,0.6434501212094336,0.40671004410641737,-33.629959118948115,6.486167795442136,2.4353970216008403,1.6859168781109732,-0.260393702220373,1.3735923786861235,0.05402983576070427,0.8445464983287337,-0.5290074508521395,0.5015070765566819,-0.2689201606753471,0.4892949496174132,-0.1712084521976238,0.3495639185106234,0.24390496843965098,0.4342451391105546,-0.1456216441834081,0.3489332045318362,0.08073213622612899,0.33231887696044843,0.024397635144432602,0.38099875045442005,-0.009720900363853622,0.4925566179735127,-0.05162013793615538,0.3504629070849899,1
953.6679581844088,950.6551514595367,354.0733298779793,441.5861926983636,1534.2318015606743,3345.5149666704788,0.014988722925064061,0.015105600292056492,0.25357718479218866,0.19718421774671785,-41.86357525818238,5.439972934787547,2.181949260680807,1.6701895573351746,0.9306579761442832,0.7548262377164551,0.6831335545019886,0.6097807148367143,0.3549361542822311,0.6278121647950478,0.2450706761706657,0.44835541215359764,0.15884595100592952,0.554076214305378,0.33114180312695474,0.45211740608070744,0.3659252469534798,0.4696871128953376,0.046675083985537116,0.348484945286643,-0.007535117727169651,0.3281017087394908,-0.08578623555751226,0.35314477915815473,-0.09658276390749197,0.316801586227732,1
1516.0107195469475,1075.881616979303,603.5663159243973,482.956510502496,1036.226146944622,1404.0319759166614,0.031244762561929377,0.024087379396704647,0.5063512260176652,0.283654116018152,-35.67525607274255,5.079398663554977,2.038656774974652,1.5427265431597526,0.4279941066833577,1.1261040496969363,1.742362825942828,0.9361401924839509,-0.1121895980060582,0.6707706149526433,0.5215298839213723,0.5464970667037417,0.05713706179832657,0.6322328253673741,-0.5364649697209908,0.5040425102751901,0.17075013157012933,0.4455150417205204,0.2547218409315146,0.5247236724741264,-0.010718806300561908,0.4955925581297978,0.01965005586862823,0.40136591621344353,-0.10999103913577206,0.439179082556334,1
1128.4130632969475,777.0558982625075,444.22771974375894,353.4427247365267,780.457119161609,1358.8745930331054,0.02924025288505197,0.02521734846677894,0.4603989724542733,0.2531133931642415,-36.66531225101733,3.4353911192282305,2.240793789224544,1.2631009991197621,1.0968417009252556,1.178115192501179,1.2776162822483763,0.669993128337651,0.20410498803093852,0.633910408488122,0.21363306312740324,0.533086581092825,0.22487603862543412,0.4764000400792598,-0.7062551769599203,0.562472166436859,0.03509568013295917,0.4793723753662298,0.1859477887004168,0.4507151132197017,-0.16043338935149135,0.44646809224690476,0.028365408926005316,0.39740469214054036,0.14955678634195885,0.3804200229120223,1
984.6198575758308,872.3827653584798,392.3969231865001,423.704445561408,702.4380065593547,1127.9889575178215,0.015298118718102915,0.017106590961825142,0.2817868837989351,0.24859449028703334,-43.0536835671195,7.107853120358316,1.7695087305238375,1.319496515352165,0.710166180028729,1.4243420279157801,1.1992433164782972,0.7490037970673359,0.2966795032023464,0.6646866127609219,0.1885170568266684,0.4733213989443498,-0.1271572236736613,0.692255892950315,-0.6414506318378991,0.454648335913161,0.26185855408594505,0.43578284916976867,0.5100217129616098,0.483401618312723,-0.01229263737758434,0.4101596423421962,0.2127035786208684,0.4951574758238144,0.0704161916963347,0.7072119871064456,1
1395.8308177163833,973.8009150316493,576.2254550382868,491.1743577653337,939.7703848908658,1333.970585514588,0.018986350910832873,0.018712849519334586,0.34694353363426456,0.24117182827437703,-38.3213743352068,5.071763642933897,1.8587649258990426,1.4543434649831608,0.3520220627206776,1.2815577077401346,1.1128265456966118,1.010879918963486,0.030981178898217217,0.7458851626155998,0.47120656478901624,0.5385422176137613,0.2658333953321131,0.6712131204275142,-0.6880288996992213,0.48119407968016165,0.1985658471042138,0.4263427903153057,0.43112906153252145,0.44420164154338543,-0.07188179502454109,0.44452451779481145,0.016136760215888255,0.4441669048340914,-0.1691497991546172,0.5441746640873774,1
